name,category_name,category_tax,price
Product_1569,Accessories,10,8361.88
Product_1570,TV,18,9301.69
Product_1571,Smartphones,15,8767.10
Product_1572,Accessories,10,6185.27
Product_1573,Accessories,10,8190.11
Product_1574,Accessories,10,8301.61
Product_1575,TV,18,7143.05
Product_1576,Laptops,20,5527.16
Product_1577,Smartphones,15,5241.24
Product_1578,TV,18,7506.83
Product_1579,Laptops,20,7960.21
Product_1580,TV,18,10025.95
Product_1581,Accessories,10,6513.21
Product_1582,TV,18,1304.08
Product_1583,Smartphones,15,9484.76
Product_1584,Smartphones,15,2116.16
Product_1585,Accessories,10,6416.82
Product_1586,Laptops,20,456.85
Product_1587,Laptops,20,7726.71
Product_1588,Accessories,10,1672.22
Product_1589,Smartphones,15,750.51
Product_1590,TV,18,6799.43
Product_1591,TV,18,2587.16
Product_1592,TV,18,1597.75
Product_1593,Laptops,20,3503.10
Product_1594,Accessories,10,1283.96
Product_1595,Smartphones,15,4305.67
Product_1596,Smartphones,15,9361.24
Product_1597,Smartphones,15,7565.05
Product_1598,Accessories,10,4437.24
Product_1599,Accessories,10,2846.88
Product_1600,TV,18,1710.03
Product_1601,Laptops,20,5324.00
Product_1602,Laptops,20,1043.83
Product_1603,Laptops,20,10002.49
Product_1604,Smartphones,15,7938.07
Product_1605,Smartphones,15,8963.85
Product_1606,Smartphones,15,3823.75
Product_1607,TV,18,8936.33
Product_1608,Laptops,20,4743.52
Product_1609,Smartphones,15,7870.17
Product_1610,Laptops,20,2156.09
Product_1611,Accessories,10,9264.81
Product_1612,Smartphones,15,445.22
Product_1613,Laptops,20,3352.53
Product_1614,Laptops,20,8491.01
Product_1615,Smartphones,15,9313.83
Product_1616,Smartphones,15,6456.43
Product_1617,Smartphones,15,3767.83
Product_1618,Smartphones,15,2407.98
Product_1619,TV,18,3411.46
Product_1620,TV,18,1687.31
Product_1621,Accessories,10,10099.15
Product_1622,Accessories,10,2158.60
Product_1623,Laptops,20,1928.41
Product_1624,Accessories,10,310.60
Product_1625,TV,18,3925.52
Product_1626,TV,18,5180.45
Product_1627,Laptops,20,1197.97
Product_1628,Accessories,10,1360.30
Product_1629,TV,18,7122.24
Product_1630,TV,18,7267.13
Product_1631,TV,18,2689.59
Product_1632,Laptops,20,4085.00
Product_1633,Accessories,10,9986.32
Product_1634,Accessories,10,3611.97
Product_1635,Smartphones,15,2806.81
Product_1636,TV,18,602.07
Product_1637,Accessories,10,3800.16
Product_1638,Laptops,20,267.00
Product_1639,Accessories,10,2692.31
Product_1640,Accessories,10,5778.13
Product_1641,TV,18,5985.73
Product_1642,Smartphones,15,4511.88
Product_1643,Accessories,10,248.74
Product_1644,Smartphones,15,1152.00
Product_1645,Accessories,10,9939.44
Product_1646,Laptops,20,1419.07
Product_1647,Smartphones,15,2867.43
Product_1648,TV,18,4380.21
Product_1649,TV,18,6978.63
Product_1650,Accessories,10,9337.18
Product_1651,Accessories,10,290.74
Product_1652,Laptops,20,7009.30
Product_1653,Accessories,10,9812.60
Product_1654,Accessories,10,3478.21
Product_1655,Laptops,20,6989.77
Product_1656,Laptops,20,8227.25
Product_1657,Accessories,10,4626.82
Product_1658,TV,18,6174.15
Product_1659,Accessories,10,6636.82
Product_1660,TV,18,4616.48
Product_1661,TV,18,5446.29
Product_1662,Smartphones,15,2907.84
Product_1663,Accessories,10,8413.54
Product_1664,Smartphones,15,1284.03
Product_1665,TV,18,6465.58
Product_1666,Smartphones,15,6513.27
Product_1667,TV,18,3794.37
Product_1668,Laptops,20,1533.13
Product_1669,Laptops,20,7722.51
Product_1670,Smartphones,15,4664.40
Product_1671,TV,18,5980.88
Product_1672,TV,18,6298.23
Product_1673,Laptops,20,895.44
Product_1674,Accessories,10,2852.62
Product_1675,TV,18,6046.34
Product_1676,TV,18,8202.62
Product_1677,TV,18,736.59
Product_1678,Accessories,10,3926.76
Product_1679,Laptops,20,6554.05
Product_1680,Laptops,20,9603.73
Product_1681,TV,18,8844.15
Product_1682,Smartphones,15,1608.42
Product_1683,Smartphones,15,8206.22
Product_1684,Smartphones,15,8718.68
Product_1685,Laptops,20,927.94
Product_1686,Laptops,20,7523.89
Product_1687,TV,18,8886.70
Product_1688,Smartphones,15,5945.29
Product_1689,TV,18,4924.62
Product_1690,Laptops,20,7721.77
Product_1691,TV,18,1449.74
Product_1692,TV,18,2017.37
Product_1693,Accessories,10,6735.13
Product_1694,Laptops,20,7620.90
Product_1695,Smartphones,15,2462.29
Product_1696,Accessories,10,8074.85
Product_1697,Laptops,20,9716.33
Product_1698,Accessories,10,4782.71
Product_1699,Accessories,10,5926.63
Product_1700,Accessories,10,1512.26
Product_1701,Smartphones,15,185.57
Product_1702,TV,18,1480.92
Product_1703,Smartphones,15,7201.60
Product_1704,TV,18,4528.22
Product_1705,Accessories,10,5888.06
Product_1706,Smartphones,15,5080.92
Product_1707,Smartphones,15,8933.66
Product_1708,Smartphones,15,2024.62
Product_1709,Laptops,20,7761.54
Product_1710,Laptops,20,9329.54
Product_1711,TV,18,2518.38
Product_1712,Smartphones,15,3824.94
Product_1713,Laptops,20,9421.94
Product_1714,TV,18,5687.62
Product_1715,TV,18,5695.98
Product_1716,Laptops,20,7870.27
Product_1717,Accessories,10,4031.64
Product_1718,Laptops,20,2752.98
Product_1719,Laptops,20,7053.94
Product_1720,Smartphones,15,325.96
Product_1721,Smartphones,15,618.66
Product_1722,TV,18,6917.72
Product_1723,Laptops,20,8222.40
Product_1724,Laptops,20,4245.42
Product_1725,Accessories,10,4490.87
Product_1726,Smartphones,15,9378.39
Product_1727,Smartphones,15,5312.33
Product_1728,Laptops,20,5468.88
Product_1729,Laptops,20,9457.89
Product_1730,TV,18,6948.03
Product_1731,Laptops,20,7892.32
Product_1732,Laptops,20,526.58
Product_1733,Smartphones,15,9083.59
Product_1734,TV,18,5162.54
Product_1735,Smartphones,15,516.43
Product_1736,Laptops,20,4114.98
Product_1737,TV,18,7704.84
Product_1738,Smartphones,15,364.80
Product_1739,TV,18,7109.10
Product_1740,Smartphones,15,778.03
Product_1741,Accessories,10,1833.10
Product_1742,Accessories,10,5780.92
Product_1743,TV,18,9578.43
Product_1744,Accessories,10,7819.28
Product_1745,Laptops,20,9973.88
Product_1746,TV,18,5025.57
Product_1747,Laptops,20,7037.77
Product_1748,Smartphones,15,7598.66
Product_1749,TV,18,866.69
Product_1750,Laptops,20,819.14
Product_1751,TV,18,7626.60
Product_1752,Laptops,20,1558.90
Product_1753,Accessories,10,1775.37
Product_1754,Laptops,20,7910.27
Product_1755,TV,18,3809.29
Product_1756,Laptops,20,1756.82
Product_1757,Accessories,10,7047.33
Product_1758,Accessories,10,1294.28
Product_1759,TV,18,7541.33
Product_1760,Laptops,20,449.48
Product_1761,Laptops,20,6466.51
Product_1762,Laptops,20,7095.70
Product_1763,TV,18,9072.89
Product_1764,Laptops,20,5113.09
Product_1765,TV,18,5082.92
Product_1766,Laptops,20,6374.30
Product_1767,TV,18,6107.11
Product_1768,Laptops,20,4660.17
Product_1769,Smartphones,15,9359.64
Product_1770,TV,18,4648.62
Product_1771,Smartphones,15,3770.65
Product_1772,Laptops,20,4049.65
Product_1773,Smartphones,15,241.97
Product_1774,TV,18,3391.50
Product_1775,TV,18,4473.23
Product_1776,Accessories,10,3855.69
Product_1777,Smartphones,15,7066.32
Product_1778,Smartphones,15,8452.50
Product_1779,Accessories,10,8108.67
Product_1780,Accessories,10,4445.94
Product_1781,Smartphones,15,8854.44
Product_1782,TV,18,2576.62
Product_1783,Laptops,20,4943.73
Product_1784,Laptops,20,7090.97
Product_1785,TV,18,4055.24
Product_1786,Laptops,20,7486.71
Product_1787,Smartphones,15,491.35
Product_1788,TV,18,6951.48
Product_1789,Laptops,20,7864.90
Product_1790,Accessories,10,5277.50
Product_1791,Accessories,10,4630.45
Product_1792,Smartphones,15,3624.13
Product_1793,Smartphones,15,6928.29
Product_1794,TV,18,4318.60
Product_1795,TV,18,8877.75
Product_1796,Smartphones,15,6567.25
Product_1797,Smartphones,15,9365.77
Product_1798,TV,18,4328.94
Product_1799,Smartphones,15,9319.49
Product_1800,TV,18,4011.74
Product_1801,Smartphones,15,8710.16
Product_1802,Smartphones,15,4723.80
Product_1803,Accessories,10,894.21
Product_1804,TV,18,5618.19
Product_1805,Laptops,20,6639.12
Product_1806,TV,18,6363.29
Product_1807,Smartphones,15,7352.69
Product_1808,Smartphones,15,2914.48
Product_1809,TV,18,985.30
Product_1810,Smartphones,15,9596.41
Product_1811,Laptops,20,5622.03
Product_1812,Accessories,10,2633.23
Product_1813,Accessories,10,102.65
Product_1814,Smartphones,15,6485.31
Product_1815,Laptops,20,9031.65
Product_1816,Smartphones,15,6984.05
Product_1817,TV,18,1096.50
Product_1818,Smartphones,15,709.25
Product_1819,Smartphones,15,9866.89
Product_1820,TV,18,4355.33
Product_1821,Laptops,20,2660.36
Product_1822,Smartphones,15,4182.72
Product_1823,Accessories,10,120.62
Product_1824,Smartphones,15,1934.40
Product_1825,Smartphones,15,6150.49
Product_1826,TV,18,8666.54
Product_1827,TV,18,2315.20
Product_1828,Laptops,20,1158.57
Product_1829,TV,18,2853.08
Product_1830,TV,18,5853.73
Product_1831,Smartphones,15,9178.85
Product_1832,TV,18,3590.45
Product_1833,Smartphones,15,2457.08
Product_1834,Laptops,20,9726.05
Product_1835,Smartphones,15,2052.86
Product_1836,TV,18,8479.81
Product_1837,Smartphones,15,2396.85
Product_1838,Laptops,20,2573.15
Product_1839,Smartphones,15,4027.83
Product_1840,Smartphones,15,5862.03
Product_1841,TV,18,4130.64
Product_1842,Smartphones,15,3859.76
Product_1843,TV,18,7075.34
Product_1844,Smartphones,15,7071.11
Product_1845,Laptops,20,9204.92
Product_1846,Accessories,10,7043.80
Product_1847,Smartphones,15,4469.86
Product_1848,Laptops,20,3628.85
Product_1849,TV,18,9410.97
Product_1850,Smartphones,15,2572.33
Product_1851,Smartphones,15,8654.12
Product_1852,Smartphones,15,4511.81
Product_1853,Accessories,10,5984.98
Product_1854,TV,18,7224.15
Product_1855,Accessories,10,7716.18
Product_1856,Laptops,20,7419.25
Product_1857,Smartphones,15,6411.90
Product_1858,Accessories,10,7431.60
Product_1859,Smartphones,15,1484.51
Product_1860,Laptops,20,4076.70
Product_1861,Accessories,10,5887.37
Product_1862,Accessories,10,8208.47
Product_1863,Accessories,10,2694.38
Product_1864,TV,18,596.01
Product_1865,TV,18,3040.57
Product_1866,TV,18,5325.71
Product_1867,Accessories,10,4634.37
Product_1868,Accessories,10,4220.54
Product_1869,Smartphones,15,2961.43
Product_1870,Laptops,20,9992.89
Product_1871,Accessories,10,9499.10
Product_1872,Accessories,10,1633.17
Product_1873,TV,18,2415.97
Product_1874,Laptops,20,8566.50
Product_1875,Smartphones,15,9702.08
Product_1876,Accessories,10,10023.96
Product_1877,Accessories,10,7597.37
Product_1878,Accessories,10,4749.84
Product_1879,Laptops,20,7856.65
Product_1880,Accessories,10,2643.53
Product_1881,Accessories,10,5288.67
Product_1882,Smartphones,15,8321.11
Product_1883,Accessories,10,4379.78
Product_1884,Smartphones,15,6574.22
Product_1885,Accessories,10,6110.49
Product_1886,Accessories,10,5945.69
Product_1887,Laptops,20,1209.09
Product_1888,TV,18,3216.27
Product_1889,Accessories,10,8939.87
Product_1890,Accessories,10,3686.57
Product_1891,Smartphones,15,3941.52
Product_1892,Laptops,20,3367.97
Product_1893,Smartphones,15,1211.62
Product_1894,Laptops,20,5958.21
Product_1895,TV,18,8081.27
Product_1896,Accessories,10,9067.23
Product_1897,Laptops,20,6017.02
Product_1898,Laptops,20,4091.40
Product_1899,Smartphones,15,7413.15
Product_1900,Accessories,10,3571.28
Product_1901,Accessories,10,4527.85
Product_1902,TV,18,10002.43
Product_1903,Laptops,20,7276.68
Product_1904,Laptops,20,3372.17
Product_1905,TV,18,2406.86
Product_1906,Smartphones,15,7780.44
Product_1907,TV,18,178.15
Product_1908,Laptops,20,4730.04
Product_1909,Accessories,10,8929.50
Product_1910,Laptops,20,9075.24
Product_1911,TV,18,978.75
Product_1912,Smartphones,15,8512.84
Product_1913,TV,18,1421.95
Product_1914,Accessories,10,2889.16
Product_1915,Smartphones,15,4081.36
Product_1916,TV,18,4518.92
Product_1917,Laptops,20,3183.90
Product_1918,Laptops,20,6870.72
Product_1919,TV,18,4274.39
Product_1920,Accessories,10,7885.82
Product_1921,TV,18,3165.02
Product_1922,TV,18,4135.67
Product_1923,Accessories,10,6894.79
Product_1924,Accessories,10,9102.25
Product_1925,TV,18,6489.21
Product_1926,Smartphones,15,5251.54
Product_1927,Accessories,10,7436.66
Product_1928,Smartphones,15,3742.67
Product_1929,Smartphones,15,6940.94
Product_1930,TV,18,6593.19
Product_1931,TV,18,973.65
Product_1932,Accessories,10,9011.89
Product_1933,Laptops,20,3513.41
Product_1934,Laptops,20,3060.90
Product_1935,TV,18,9616.76
Product_1936,Smartphones,15,4084.23
Product_1937,TV,18,3760.19
Product_1938,Laptops,20,3170.10
Product_1939,Laptops,20,8086.43
Product_1940,Laptops,20,4683.64
Product_1941,TV,18,7913.17
Product_1942,Laptops,20,10010.04
Product_1943,Smartphones,15,9544.32
Product_1944,Smartphones,15,6339.80
Product_1945,Smartphones,15,7241.06
Product_1946,TV,18,8166.68
Product_1947,TV,18,2402.26
Product_1948,Laptops,20,9166.11
Product_1949,Laptops,20,3724.55
Product_1950,TV,18,8870.01
Product_1951,Accessories,10,4049.13
Product_1952,Smartphones,15,4987.99
Product_1953,Laptops,20,3122.07
Product_1954,Smartphones,15,821.15
Product_1955,Accessories,10,5428.68
Product_1956,Smartphones,15,5383.52
Product_1957,Smartphones,15,1433.47
Product_1958,Accessories,10,1924.96
Product_1959,Accessories,10,334.50
Product_1960,Smartphones,15,8111.94
Product_1961,Accessories,10,8574.89
Product_1962,Accessories,10,7462.07
Product_1963,TV,18,5657.64
Product_1964,Smartphones,15,7522.89
Product_1965,Smartphones,15,5481.82
Product_1966,Laptops,20,6981.02
Product_1967,TV,18,9240.23
Product_1968,Accessories,10,229.56
Product_1969,Laptops,20,8200.83
Product_1970,TV,18,5190.23
Product_1971,TV,18,10015.97
Product_1972,Smartphones,15,1384.12
Product_1973,Accessories,10,1086.69
Product_1974,TV,18,5593.22
Product_1975,Accessories,10,1107.02
Product_1976,TV,18,9549.07
Product_1977,Laptops,20,2450.77
Product_1978,Accessories,10,3524.27
Product_1979,Laptops,20,6957.91
Product_1980,TV,18,6092.93
Product_1981,Accessories,10,6744.43
Product_1982,Laptops,20,409.76
Product_1983,Accessories,10,3508.21
Product_1984,TV,18,5303.99
Product_1985,Accessories,10,3309.14
Product_1986,Smartphones,15,7745.84
Product_1987,Accessories,10,6630.18
Product_1988,TV,18,3356.03
Product_1989,Smartphones,15,1170.76
Product_1990,Laptops,20,6669.92
Product_1991,Smartphones,15,7264.64
Product_1992,TV,18,2805.73
Product_1993,Laptops,20,10035.07
Product_1994,Smartphones,15,2985.46
Product_1995,TV,18,8276.98
Product_1996,Smartphones,15,4881.03
Product_1997,TV,18,8601.89
Product_1998,TV,18,6283.10
Product_1999,TV,18,2556.32
Product_2000,TV,18,6036.43
Product_2001,Accessories,10,2083.00
Product_2002,Smartphones,15,1590.12
Product_2003,Laptops,20,7333.92
Product_2004,Laptops,20,4813.67
Product_2005,Accessories,10,5710.14
Product_2006,Smartphones,15,1565.48
Product_2007,Laptops,20,3834.73
Product_2008,Smartphones,15,6408.19
Product_2009,Laptops,20,6060.67
Product_2010,Laptops,20,7696.65
Product_2011,Accessories,10,1687.85
Product_2012,Laptops,20,676.34
Product_2013,Accessories,10,7267.84
Product_2014,Smartphones,15,4027.91
Product_2015,Laptops,20,9724.78
Product_2016,Smartphones,15,4442.41
Product_2017,Smartphones,15,3269.59
Product_2018,Laptops,20,8694.94
Product_2019,Accessories,10,4144.29
Product_2020,Accessories,10,1144.99
Product_2021,Laptops,20,8520.72
Product_2022,Accessories,10,1497.28
Product_2023,Smartphones,15,8619.27
Product_2024,Accessories,10,413.59
Product_2025,Accessories,10,10034.37
Product_2026,Laptops,20,3844.20
Product_2027,TV,18,10043.59
Product_2028,TV,18,280.94
Product_2029,TV,18,3295.03
Product_2030,Laptops,20,8253.09
Product_2031,Laptops,20,5080.46
Product_2032,TV,18,3424.20
Product_2033,Accessories,10,2438.29
Product_2034,Smartphones,15,7022.37
Product_2035,Accessories,10,3177.02
Product_2036,TV,18,9299.17
Product_2037,TV,18,7936.14
Product_2038,Smartphones,15,3329.70
Product_2039,Accessories,10,1530.82
Product_2040,Smartphones,15,1487.98
Product_2041,TV,18,5843.47
Product_2042,Accessories,10,1562.47
Product_2043,Accessories,10,7144.35
Product_2044,Laptops,20,3072.84
Product_2045,Accessories,10,3673.01
Product_2046,Smartphones,15,4123.97
Product_2047,Smartphones,15,936.29
Product_2048,TV,18,3068.36
Product_2049,Accessories,10,7701.35
Product_2050,Accessories,10,2092.34
Product_2051,Smartphones,15,6486.78
Product_2052,Accessories,10,660.43
Product_2053,Smartphones,15,3473.47
Product_2054,Laptops,20,7947.14
Product_2055,Laptops,20,6664.85
Product_2056,TV,18,6808.52
Product_2057,Laptops,20,3428.57
Product_2058,TV,18,6085.19
Product_2059,Accessories,10,1453.58
Product_2060,Accessories,10,191.70
Product_2061,Laptops,20,2392.79
Product_2062,Smartphones,15,5249.41
Product_2063,Laptops,20,7841.11
Product_2064,Smartphones,15,9861.57
Product_2065,Smartphones,15,5524.25
Product_2066,Accessories,10,7978.73
Product_2067,Accessories,10,5658.63
Product_2068,TV,18,8922.51
Product_2069,Accessories,10,2250.16
Product_2070,TV,18,7658.14
Product_2071,Laptops,20,963.23
Product_2072,Laptops,20,6241.44
Product_2073,Accessories,10,5555.91
Product_2074,TV,18,9933.91
Product_2075,Accessories,10,433.33
Product_2076,Smartphones,15,4388.92
Product_2077,TV,18,1634.70
Product_2078,Smartphones,15,2109.87
Product_2079,Accessories,10,2642.44
Product_2080,Laptops,20,4527.71
Product_2081,Laptops,20,9251.93
Product_2082,TV,18,6738.66
Product_2083,Laptops,20,3226.31
Product_2084,TV,18,4451.92
Product_2085,Laptops,20,7866.65
Product_2086,Accessories,10,3804.50
Product_2087,Accessories,10,4741.76
Product_2088,TV,18,6152.78
Product_2089,Accessories,10,3457.25
Product_2090,TV,18,8165.63
Product_2091,TV,18,8765.72
Product_2092,Accessories,10,4358.28
Product_2093,Smartphones,15,2396.37
Product_2094,Laptops,20,3351.42
Product_2095,Smartphones,15,8611.01
Product_2096,Accessories,10,4393.71
Product_2097,Laptops,20,1093.04
Product_2098,TV,18,7937.15
Product_2099,Accessories,10,1945.74
Product_2100,TV,18,9284.28
Product_2101,Laptops,20,3697.35
Product_2102,TV,18,7228.41
Product_2103,Accessories,10,5729.42
Product_2104,Laptops,20,678.92
Product_2105,Accessories,10,7549.65
Product_2106,TV,18,716.58
Product_2107,Laptops,20,4624.36
Product_2108,Smartphones,15,9409.65
Product_2109,Accessories,10,7708.07
Product_2110,Smartphones,15,7986.88
Product_2111,TV,18,889.27
Product_2112,Smartphones,15,7773.36
Product_2113,Smartphones,15,8673.49
Product_2114,Laptops,20,7855.40
Product_2115,Laptops,20,1226.18
Product_2116,Accessories,10,5500.45
Product_2117,Smartphones,15,3081.23
Product_2118,Laptops,20,3422.07
Product_2119,Accessories,10,5510.25
Product_2120,Accessories,10,3394.88
Product_2121,Smartphones,15,5578.76
Product_2122,TV,18,156.14
Product_2123,Smartphones,15,4807.29
Product_2124,Smartphones,15,2693.39
Product_2125,TV,18,2015.34
Product_2126,Laptops,20,6044.04
Product_2127,Smartphones,15,4791.80
Product_2128,Accessories,10,8676.77
Product_2129,Smartphones,15,8049.78
Product_2130,Laptops,20,869.49
Product_2131,Smartphones,15,945.82
Product_2132,TV,18,3969.28
Product_2133,Smartphones,15,5287.56
Product_2134,Laptops,20,463.26
Product_2135,TV,18,9157.82
Product_2136,Accessories,10,4363.43
Product_2137,Smartphones,15,3945.10
Product_2138,TV,18,2435.97
Product_2139,Accessories,10,8562.70
Product_2140,TV,18,2948.63
Product_2141,Smartphones,15,430.74
Product_2142,Accessories,10,1310.49
Product_2143,Accessories,10,2910.88
Product_2144,TV,18,9736.52
Product_2145,TV,18,355.40
Product_2146,Smartphones,15,1294.33
Product_2147,Laptops,20,2594.08
Product_2148,Accessories,10,8254.65
Product_2149,TV,18,7895.72
Product_2150,Smartphones,15,6399.56
Product_2151,Accessories,10,1566.16
Product_2152,TV,18,3896.00
Product_2153,TV,18,747.61
Product_2154,Smartphones,15,9619.40
Product_2155,Laptops,20,1666.00
Product_2156,TV,18,2309.56
Product_2157,Laptops,20,1391.14
Product_2158,Smartphones,15,3076.59
Product_2159,Accessories,10,9918.09
Product_2160,Laptops,20,6633.60
Product_2161,Laptops,20,3558.44
Product_2162,TV,18,7154.20
Product_2163,Smartphones,15,8272.28
Product_2164,TV,18,2897.97
Product_2165,Laptops,20,9045.86
Product_2166,TV,18,2955.90
Product_2167,Laptops,20,299.14
Product_2168,Laptops,20,4140.10
Product_2169,TV,18,6408.24
Product_2170,Smartphones,15,6613.22
Product_2171,Accessories,10,7358.61
Product_2172,Smartphones,15,4986.35
Product_2173,TV,18,5276.43
Product_2174,Accessories,10,4223.66
Product_2175,Smartphones,15,10051.91
Product_2176,Laptops,20,3568.53
Product_2177,Smartphones,15,7783.54
Product_2178,Smartphones,15,1603.55
Product_2179,Accessories,10,7883.92
Product_2180,Laptops,20,9624.31
Product_2181,Laptops,20,6397.85
Product_2182,TV,18,7334.38
Product_2183,TV,18,3459.27
Product_2184,Smartphones,15,1558.54
Product_2185,Accessories,10,5667.42
Product_2186,Laptops,20,9133.30
Product_2187,Accessories,10,6690.65
Product_2188,TV,18,5491.89
Product_2189,Laptops,20,7256.38
Product_2190,Accessories,10,4006.92
Product_2191,Laptops,20,3940.08
Product_2192,Accessories,10,3509.00
Product_2193,TV,18,1593.40
Product_2194,Smartphones,15,6412.28
Product_2195,Laptops,20,3126.46
Product_2196,Laptops,20,858.94
Product_2197,TV,18,9696.33
Product_2198,TV,18,1364.93
Product_2199,Laptops,20,1631.94
Product_2200,Laptops,20,1538.73
Product_2201,TV,18,7659.64
Product_2202,Laptops,20,5138.00
Product_2203,Accessories,10,3800.21
Product_2204,Smartphones,15,8464.87
Product_2205,TV,18,3314.96
Product_2206,Laptops,20,8808.89
Product_2207,Smartphones,15,6685.15
Product_2208,Laptops,20,3961.09
Product_2209,Smartphones,15,3547.35
Product_2210,Accessories,10,2759.91
Product_2211,Smartphones,15,8349.47
Product_2212,Smartphones,15,4849.58
Product_2213,Laptops,20,8691.34
Product_2214,Smartphones,15,3332.50
Product_2215,Laptops,20,3400.02
Product_2216,Laptops,20,4825.87
Product_2217,Laptops,20,2328.52
Product_2218,Smartphones,15,3110.87
Product_2219,Accessories,10,4529.24
Product_2220,Smartphones,15,4346.67
Product_2221,Laptops,20,5066.01
Product_2222,Laptops,20,7891.60
Product_2223,Accessories,10,4913.90
Product_2224,Laptops,20,1698.90
Product_2225,Accessories,10,5206.46
Product_2226,TV,18,1206.95
Product_2227,Laptops,20,3191.15
Product_2228,Laptops,20,9130.79
Product_2229,Smartphones,15,2971.92
Product_2230,Accessories,10,3616.87
Product_2231,Accessories,10,1196.47
Product_2232,Laptops,20,1208.27
Product_2233,Accessories,10,6848.96
Product_2234,Accessories,10,8110.05
Product_2235,Accessories,10,6277.87
Product_2236,Smartphones,15,5614.38
Product_2237,TV,18,3221.56
Product_2238,Laptops,20,6529.30
Product_2239,TV,18,9404.99
Product_2240,Smartphones,15,6950.04
Product_2241,TV,18,961.85
Product_2242,Smartphones,15,155.24
Product_2243,Laptops,20,7280.72
Product_2244,Laptops,20,4752.52
Product_2245,TV,18,4629.36
Product_2246,Laptops,20,6205.58
Product_2247,Smartphones,15,5776.72
Product_2248,Smartphones,15,2621.70
Product_2249,Laptops,20,5731.55
Product_2250,Accessories,10,1592.33
Product_2251,Smartphones,15,5620.33
Product_2252,Smartphones,15,1863.82
Product_2253,Smartphones,15,7417.30
Product_2254,TV,18,2282.49
Product_2255,Laptops,20,2553.27
Product_2256,Smartphones,15,4154.94
Product_2257,Accessories,10,6534.16
Product_2258,Laptops,20,4718.39
Product_2259,Laptops,20,4188.93
Product_2260,Laptops,20,4853.44
Product_2261,Accessories,10,1854.96
Product_2262,TV,18,6225.97
Product_2263,Smartphones,15,4838.41
Product_2264,TV,18,5460.27
Product_2265,Accessories,10,980.86
Product_2266,Smartphones,15,3704.98
Product_2267,TV,18,1932.33
Product_2268,TV,18,5740.40
Product_2269,TV,18,3195.04
Product_2270,Laptops,20,8422.88
Product_2271,TV,18,5624.83
Product_2272,Laptops,20,5902.80
Product_2273,Laptops,20,7163.85
Product_2274,TV,18,5029.47
Product_2275,TV,18,6928.97
Product_2276,Laptops,20,1716.05
Product_2277,Laptops,20,3971.77
Product_2278,TV,18,6537.32
Product_2279,TV,18,5619.38
Product_2280,TV,18,6154.23
Product_2281,TV,18,7222.09
Product_2282,TV,18,9526.53
Product_2283,TV,18,9749.95
Product_2284,Laptops,20,6266.66
Product_2285,Laptops,20,2712.94
Product_2286,Accessories,10,7609.49
Product_2287,Smartphones,15,2271.35
Product_2288,Accessories,10,5526.63
Product_2289,Smartphones,15,4572.77
Product_2290,Accessories,10,6320.48
Product_2291,Smartphones,15,4421.86
Product_2292,TV,18,3795.84
Product_2293,Laptops,20,338.85
Product_2294,TV,18,1555.72
Product_2295,Laptops,20,2574.94
Product_2296,Accessories,10,8082.39
Product_2297,Smartphones,15,659.15
Product_2298,TV,18,6047.31
Product_2299,Smartphones,15,8530.59
Product_2300,Accessories,10,4632.13
Product_2301,Laptops,20,9376.58
Product_2302,Laptops,20,1874.26
Product_2303,TV,18,1416.69
Product_2304,Laptops,20,5688.80
Product_2305,Laptops,20,3988.05
Product_2306,Laptops,20,8716.33
Product_2307,Smartphones,15,7503.37
Product_2308,Smartphones,15,1503.68
Product_2309,Accessories,10,6402.95
Product_2310,Accessories,10,4823.52
Product_2311,Accessories,10,6556.11
Product_2312,Accessories,10,385.23
Product_2313,Smartphones,15,1100.83
Product_2314,Smartphones,15,1610.13
Product_2315,TV,18,2691.25
Product_2316,Laptops,20,4653.80
Product_2317,Accessories,10,7297.13
Product_2318,TV,18,5391.06
Product_2319,Laptops,20,3362.22
Product_2320,TV,18,5345.30
Product_2321,TV,18,9033.32
Product_2322,Smartphones,15,9739.56
Product_2323,Laptops,20,8422.18
Product_2324,TV,18,3366.86
Product_2325,TV,18,5334.39
Product_2326,TV,18,2118.79
Product_2327,TV,18,391.29
Product_2328,Smartphones,15,3416.06
Product_2329,Laptops,20,1305.98
Product_2330,Smartphones,15,8724.10
Product_2331,TV,18,7913.65
Product_2332,TV,18,2380.39
Product_2333,TV,18,1693.33
Product_2334,Accessories,10,9321.55
Product_2335,Smartphones,15,6580.83
Product_2336,Smartphones,15,5133.46
Product_2337,Accessories,10,8543.64
Product_2338,Laptops,20,1299.38
Product_2339,Accessories,10,3031.61
Product_2340,Smartphones,15,1584.78
Product_2341,TV,18,2840.75
Product_2342,TV,18,2471.44
Product_2343,Smartphones,15,6026.49
Product_2344,TV,18,5112.41
Product_2345,Smartphones,15,1119.95
Product_2346,Smartphones,15,7925.90
Product_2347,TV,18,768.24
Product_2348,Smartphones,15,1426.51
Product_2349,Smartphones,15,7728.83
Product_2350,Laptops,20,9063.62
Product_2351,Accessories,10,1586.64
Product_2352,Smartphones,15,9342.00
Product_2353,TV,18,2097.17
Product_2354,Smartphones,15,1768.02
Product_2355,Laptops,20,2200.04
Product_2356,Smartphones,15,2830.83
Product_2357,Smartphones,15,1338.85
Product_2358,Laptops,20,8934.70
Product_2359,Smartphones,15,3612.18
Product_2360,Accessories,10,1988.76
